soil_type,N,P,K,ph,organic_carbon,ec,health_score,health_class
Alluvial,88.2,109.4,80.6,6.91,0.99,1.25,86.6,Healthy
Black,108.2,111.8,4.2,4.12,0.34,1.35,47.2,Poor
Laterite,9.6,5.5,170.0,8.58,0.92,1.43,48.6,Poor
Desert,4.4,99.4,157.8,7.53,1.32,2.55,57.9,Moderate
Red,67.0,97.7,174.4,8.11,1.51,0.15,73.4,Moderate
Red,143.0,107.5,186.6,4.93,1.83,0.31,56.1,Moderate
Desert,131.0,112.6,83.2,8.53,2.24,1.98,65.0,Moderate
Desert,104.3,29.0,123.7,6.41,0.59,2.13,88.5,Healthy
Alluvial,67.9,135.7,180.7,8.82,1.93,1.82,53.9,Moderate
Black,1.3,35.5,191.2,3.9,0.17,0.71,37.5,Poor
Laterite,8.4,11.2,100.0,8.13,2.05,3.07,59.1,Moderate
Laterite,3.8,100.9,19.4,5.31,1.06,2.31,55.1,Moderate
Black,63.1,60.2,103.9,7.07,1.12,0.14,94.6,Healthy
Laterite,125.7,117.5,38.9,4.67,2.66,2.9,57.7,Moderate
Alluvial,44.8,144.0,189.2,7.56,2.23,1.1,62.7,Moderate
Black,102.6,41.3,56.3,5.57,0.91,0.94,99.8,Healthy
Desert,3.5,43.6,32.4,6.13,2.51,0.68,67.3,Moderate
Laterite,4.3,18.4,123.1,4.44,2.52,3.48,42.5,Poor
Black,120.6,125.1,94.5,7.47,2.46,2.13,75.0,Healthy
Mountain,26.7,68.7,169.9,7.72,1.14,2.08,71.2,Moderate
Desert,137.8,17.7,57.2,5.31,1.15,2.63,72.7,Moderate
Desert,12.3,51.5,192.7,4.08,1.59,3.88,48.5,Poor
Red,60.8,71.8,34.0,7.5,1.49,1.36,88.8,Healthy
Alluvial,43.1,49.2,12.9,5.39,1.8,3.62,63.6,Moderate
Alluvial,110.6,82.4,160.2,3.87,2.98,3.72,48.7,Poor
Mountain,28.0,71.2,200.6,4.76,2.78,2.96,40.1,Poor
Black,143.4,64.5,196.6,5.17,1.58,2.49,54.9,Moderate
Laterite,109.9,65.1,201.2,6.36,0.51,2.38,75.3,Healthy
Laterite,92.8,133.4,179.7,4.85,1.79,3.39,60.2,Moderate
Black,24.3,43.4,162.9,8.24,1.52,2.36,69.3,Moderate
Alluvial,106.6,121.4,59.3,7.12,0.42,3.96,69.9,Moderate
Desert,146.9,133.6,74.6,5.56,2.73,3.36,39.8,Poor
Desert,100.5,116.1,30.2,7.63,1.65,3.61,67.3,Moderate
Red,117.7,65.3,64.9,3.86,0.68,2.21,82.5,Healthy
Mountain,21.0,124.7,7.3,5.46,1.75,2.29,54.4,Moderate
Red,72.5,9.7,168.2,8.57,0.96,1.8,58.8,Moderate
Laterite,27.1,107.8,135.2,3.72,0.8,1.69,57.7,Moderate
Mountain,2.8,77.3,200.8,6.18,0.74,3.85,45.1,Poor
Desert,103.3,26.1,82.4,3.85,2.43,1.28,82.6,Healthy
Alluvial,116.2,131.7,201.1,6.23,1.25,1.88,65.3,Moderate
Laterite,106.1,105.9,207.2,4.93,0.3,3.4,46.0,Poor
Mountain,1.8,4.2,134.6,3.97,1.3,2.11,39.5,Poor
Black,141.8,97.1,1.3,5.43,2.42,0.69,47.1,Poor
Red,42.1,115.8,19.6,3.73,2.6,1.58,46.1,Poor
Laterite,90.5,51.7,28.1,3.87,2.0,1.17,77.5,Healthy
Red,11.6,117.3,191.5,4.9,1.88,0.11,46.7,Poor
Alluvial,97.3,56.8,61.8,4.09,0.68,0.02,89.2,Healthy
Alluvial,74.3,54.0,49.0,6.75,0.38,1.45,92.8,Healthy
Mountain,42.8,77.9,3.1,8.65,2.57,1.26,50.6,Moderate
Alluvial,4.5,38.6,128.5,7.15,1.15,1.47,74.4,Moderate
Red,13.5,119.7,37.9,7.23,0.74,0.06,69.2,Moderate
Black,109.1,49.9,59.7,7.78,0.25,3.78,73.5,Moderate
Red,86.7,62.8,41.0,8.83,0.34,3.08,68.8,Moderate
Red,87.4,27.5,28.3,6.46,2.3,2.4,80.6,Healthy
Mountain,30.6,140.0,44.2,6.59,0.73,2.67,71.3,Moderate
Desert,34.8,5.1,156.2,6.1,2.71,1.18,56.1,Moderate
Black,96.0,17.3,121.3,3.51,1.73,1.8,70.1,Moderate
Red,52.8,88.0,162.6,8.66,1.72,2.31,65.8,Moderate
Red,128.4,73.1,177.4,8.4,2.04,1.85,63.5,Moderate
Desert,82.3,36.4,94.2,7.36,2.27,3.25,83.2,Healthy
Black,82.9,88.0,29.7,6.38,2.56,2.47,72.4,Moderate
Alluvial,40.6,148.1,127.6,7.14,0.43,2.81,57.9,Moderate
Alluvial,24.7,120.7,164.3,4.04,1.84,3.79,45.0,Poor
Black,96.5,59.5,42.0,5.86,2.3,1.81,90.8,Healthy
Red,4.8,88.1,62.0,5.95,2.28,1.86,66.3,Moderate
Black,28.3,127.1,150.9,5.16,2.91,1.89,48.3,Poor
Red,70.7,98.6,133.9,6.11,0.87,2.38,84.8,Healthy
Desert,63.3,16.0,130.9,4.26,1.56,0.84,82.1,Healthy
Desert,68.2,95.3,144.9,8.53,0.4,1.25,66.2,Moderate
Desert,7.7,68.8,137.7,6.02,2.45,0.83,71.7,Moderate
Black,130.9,141.0,69.4,7.65,0.28,2.05,55.0,Moderate
Red,102.4,125.8,36.7,3.64,1.66,3.52,58.1,Moderate
Alluvial,9.8,55.6,85.0,7.19,1.72,3.82,71.5,Moderate
Black,99.0,94.8,86.2,4.81,2.11,3.73,71.7,Moderate
Red,33.9,147.6,45.1,3.93,1.98,1.66,52.4,Moderate
Laterite,134.7,89.0,88.8,7.24,2.6,1.35,73.4,Moderate
Red,77.0,54.2,118.5,5.52,1.16,1.68,94.7,Healthy
Red,12.4,76.9,134.0,7.49,0.53,0.57,78.5,Healthy
Black,118.6,46.3,73.9,7.62,0.96,3.22,92.0,Healthy
Alluvial,10.9,103.6,56.9,8.34,0.85,2.04,62.4,Moderate
Laterite,120.3,138.6,174.3,3.63,2.46,0.83,44.0,Poor
Black,122.9,103.1,114.1,4.25,2.13,1.66,72.5,Moderate
Black,105.3,138.7,90.5,5.6,0.49,1.79,71.1,Moderate
Desert,85.5,6.2,134.7,8.65,2.24,2.97,65.6,Moderate
Black,80.4,138.0,136.1,7.66,1.71,1.96,79.6,Healthy
Desert,77.6,21.6,12.8,4.93,2.29,2.18,68.8,Moderate
Mountain,28.8,134.5,184.4,3.51,0.42,3.25,29.0,Poor
Desert,45.4,136.4,205.9,7.97,2.26,0.5,57.1,Moderate
Desert,133.8,57.0,121.0,8.01,1.76,0.31,80.9,Healthy
Mountain,98.9,86.4,5.9,4.76,1.47,2.04,63.7,Moderate
Desert,81.4,11.8,138.1,6.52,0.76,1.48,83.8,Healthy
Mountain,145.0,74.7,147.6,7.97,1.12,3.11,62.7,Moderate
Desert,113.6,133.0,12.7,5.67,1.33,0.77,66.9,Moderate
Black,111.7,144.8,199.6,4.26,1.37,1.07,56.6,Moderate
Red,87.1,122.8,76.1,3.85,1.63,3.5,60.2,Moderate
Mountain,124.3,60.4,87.9,3.95,2.43,1.32,73.0,Moderate
Red,41.4,121.8,45.9,7.37,0.39,0.63,75.9,Healthy
Laterite,12.8,132.7,57.8,6.29,0.35,3.56,48.7,Poor
Alluvial,28.9,79.5,139.8,8.44,2.24,0.83,65.2,Moderate
Laterite,137.8,11.6,195.1,6.35,1.3,3.92,54.5,Moderate
Desert,9.7,68.2,177.2,5.73,2.83,3.29,41.8,Poor
Mountain,121.8,41.1,120.1,8.31,0.66,3.65,79.8,Healthy
Alluvial,90.4,99.2,72.9,6.97,3.0,3.9,68.4,Moderate
Black,105.7,14.4,120.1,7.47,0.36,1.91,82.6,Healthy
Red,77.0,31.7,24.0,8.85,2.41,1.8,62.2,Moderate
Alluvial,132.1,4.6,20.9,5.09,0.81,1.87,68.5,Moderate
Mountain,70.3,139.9,51.7,5.92,0.11,2.55,61.0,Moderate
Alluvial,75.3,19.7,193.2,5.68,1.44,0.87,76.8,Healthy
Mountain,21.1,73.8,142.7,4.25,1.46,0.15,69.4,Moderate
Laterite,39.4,119.7,81.3,8.84,1.52,0.45,65.2,Moderate
Mountain,41.5,59.8,61.1,4.0,2.38,1.93,70.4,Moderate
Black,116.0,39.6,44.6,5.16,1.48,0.99,94.0,Healthy
Red,5.9,103.5,109.2,6.24,1.19,1.87,65.1,Moderate
Red,87.6,127.8,195.6,4.08,1.98,2.68,51.0,Moderate
Red,6.4,117.0,173.2,7.53,1.14,0.17,61.2,Moderate
Alluvial,97.3,59.2,120.1,5.03,0.7,1.48,94.6,Healthy
Alluvial,18.2,35.7,133.9,3.73,0.59,1.15,61.5,Moderate
Desert,60.1,149.4,128.7,4.32,0.61,1.73,63.4,Moderate
Black,62.8,77.8,157.8,7.29,0.18,1.63,73.5,Moderate
Desert,51.7,45.9,152.4,3.86,1.55,0.84,74.5,Moderate
Alluvial,117.7,87.7,96.2,8.65,2.68,1.31,71.4,Moderate
Black,34.4,56.3,43.8,7.45,2.36,2.78,82.5,Healthy
Alluvial,72.0,52.0,72.1,8.97,0.31,1.94,73.8,Moderate
Alluvial,4.3,65.4,157.3,4.76,2.83,3.16,34.1,Poor
Desert,9.1,74.8,194.2,3.64,2.77,2.4,29.4,Poor
Black,100.5,25.9,53.9,5.96,1.5,1.81,97.7,Healthy
Desert,66.2,121.3,112.5,5.22,0.36,0.14,72.7,Moderate
Laterite,54.6,84.4,12.9,5.03,2.19,3.7,60.3,Moderate
Desert,45.9,11.1,209.5,8.69,0.78,1.68,51.5,Moderate
Mountain,57.0,14.2,37.5,4.9,1.21,1.97,75.7,Healthy
Desert,22.7,93.0,43.7,4.91,2.78,2.71,54.1,Moderate
Red,87.9,41.0,74.9,5.09,2.03,2.03,87.6,Healthy
Red,67.3,129.5,157.9,5.78,0.61,0.49,71.7,Moderate
Laterite,39.4,149.5,107.2,8.77,1.17,1.97,58.7,Moderate
Black,76.0,145.5,187.9,5.51,2.37,0.48,60.0,Moderate
Laterite,125.4,30.8,175.6,6.81,2.57,3.89,64.4,Moderate
Desert,11.2,87.3,0.2,3.79,0.29,1.95,31.3,Poor
Black,29.2,45.5,192.9,4.93,1.14,1.88,61.0,Moderate
Laterite,145.9,144.2,206.0,5.78,2.02,2.82,37.5,Poor
Red,18.4,123.4,122.2,3.56,0.96,1.31,47.9,Poor
Mountain,143.7,117.2,195.8,6.95,1.04,0.21,52.9,Moderate
Black,89.3,115.5,143.8,5.49,2.99,2.97,57.2,Moderate
Desert,57.2,35.0,69.3,5.96,2.8,3.48,70.7,Moderate
Desert,26.6,8.1,171.7,6.58,0.37,1.48,55.3,Moderate
Mountain,83.5,24.2,26.9,4.93,0.74,0.01,81.4,Healthy
Red,78.2,17.8,70.0,5.69,2.09,3.31,83.9,Healthy
Alluvial,7.5,59.2,175.1,7.62,1.76,1.57,68.5,Moderate
Alluvial,65.1,81.5,72.9,4.4,2.09,2.25,78.3,Healthy
Mountain,21.4,0.7,122.2,4.88,2.52,3.2,44.4,Poor
Red,139.4,86.8,94.5,6.64,0.41,3.63,61.9,Moderate
Alluvial,88.2,4.2,18.1,3.5,0.78,2.05,52.0,Moderate
Desert,60.9,146.1,21.8,8.84,0.33,2.08,49.3,Poor
Laterite,81.4,41.9,89.0,7.56,2.99,0.11,87.7,Healthy
Mountain,121.0,1.3,16.8,5.39,0.72,1.02,66.0,Moderate
Red,128.1,35.5,90.6,4.46,2.32,1.93,74.8,Moderate
Alluvial,125.1,0.7,115.9,5.04,2.38,2.26,55.9,Moderate
Desert,119.0,71.9,151.7,7.56,1.12,2.53,87.1,Healthy
Desert,75.6,120.8,136.1,4.04,0.21,3.8,50.7,Moderate
Laterite,130.7,82.8,139.5,4.34,1.2,1.0,73.1,Moderate
Red,86.9,12.5,206.1,7.85,2.66,0.31,60.8,Moderate
Alluvial,13.5,111.9,112.0,7.62,1.99,2.22,63.6,Moderate
Laterite,12.1,114.8,138.7,6.27,1.08,1.4,65.2,Moderate
Alluvial,31.0,104.7,173.1,6.87,1.86,3.53,59.6,Moderate
Black,2.7,105.7,190.7,4.04,0.19,0.45,31.4,Poor
Mountain,35.9,118.6,46.3,7.19,0.81,1.07,78.1,Healthy
Alluvial,149.2,87.1,18.5,8.5,2.18,0.1,51.8,Moderate
Black,43.1,13.9,125.9,7.6,2.41,2.3,72.0,Moderate
Desert,26.5,13.0,168.6,7.31,0.9,2.2,62.9,Moderate
Alluvial,8.6,85.6,125.1,6.43,2.54,1.76,62.6,Moderate
Laterite,35.6,133.4,64.9,7.65,0.5,3.27,57.0,Moderate
Red,71.4,119.4,166.6,4.63,2.06,3.49,56.1,Moderate
Mountain,120.5,91.2,0.7,5.0,2.55,1.41,51.2,Moderate
Alluvial,54.4,76.5,157.9,6.88,0.69,2.66,78.0,Healthy
Alluvial,23.0,140.8,195.4,6.54,0.78,2.9,44.6,Poor
Black,45.6,30.0,112.5,4.91,2.4,3.06,67.5,Moderate
Mountain,4.2,77.5,63.8,5.26,0.35,2.16,52.6,Moderate
Alluvial,103.0,107.2,100.2,6.69,1.68,0.35,87.7,Healthy
Alluvial,2.0,86.7,174.7,6.39,2.23,2.74,51.3,Moderate
Black,134.2,18.8,13.3,3.93,1.84,2.07,57.5,Moderate
Laterite,60.8,73.0,123.3,7.53,0.25,1.64,79.8,Healthy
Black,45.9,85.4,201.3,6.0,1.29,0.62,69.1,Moderate
Black,142.5,65.2,10.9,8.89,2.19,3.51,35.7,Poor
Alluvial,27.0,49.5,151.7,6.38,0.33,1.68,69.0,Moderate
Laterite,91.5,91.7,31.2,8.95,0.92,1.92,75.6,Healthy
Alluvial,29.3,114.9,181.9,4.99,0.23,0.87,44.2,Poor
Alluvial,0.8,40.4,30.7,5.43,0.53,3.29,57.1,Moderate
Laterite,108.8,84.7,162.2,8.11,2.38,3.51,63.2,Moderate
Red,88.8,92.1,168.2,5.74,0.92,2.8,73.4,Moderate
Red,108.6,14.4,189.6,8.31,1.95,2.62,69.4,Moderate
Black,28.8,58.9,72.9,5.44,1.06,1.59,85.4,Healthy
Red,117.4,30.5,89.0,3.77,1.91,2.8,82.1,Healthy
Mountain,121.6,86.4,80.2,7.99,0.75,3.06,79.5,Healthy
Desert,71.9,84.6,149.1,3.83,2.04,3.04,68.2,Moderate
Red,65.0,82.9,184.3,4.21,0.35,0.52,61.8,Moderate
Red,24.1,110.7,123.7,6.33,1.85,2.77,66.1,Moderate
Black,123.4,138.5,123.8,4.83,0.58,3.18,60.1,Moderate
Black,126.9,148.6,167.6,7.32,1.01,1.88,64.4,Moderate
Black,96.9,16.9,138.3,4.1,1.72,2.4,76.8,Healthy
Alluvial,13.6,101.6,37.7,5.76,1.27,1.87,73.5,Moderate
Laterite,111.9,63.5,199.0,4.6,1.45,1.85,72.9,Moderate
Alluvial,55.2,80.9,113.9,3.97,1.64,2.97,74.0,Moderate
Black,132.9,39.9,7.8,8.37,0.59,2.42,62.7,Moderate
Red,16.2,126.6,187.3,6.68,0.82,1.67,51.5,Moderate
Red,1.9,100.6,70.3,4.95,1.33,2.69,53.3,Moderate
Red,118.3,85.7,23.5,4.03,0.27,1.36,65.7,Moderate
Black,15.8,110.9,204.0,8.17,0.32,0.2,38.2,Poor
Red,3.5,5.2,59.8,5.2,0.64,2.62,51.4,Moderate
Desert,144.4,51.7,159.3,7.69,0.91,1.08,76.9,Healthy
Laterite,118.2,88.9,71.7,6.88,2.89,0.09,80.8,Healthy
Red,73.7,99.3,31.6,7.72,0.68,2.92,82.5,Healthy
Laterite,43.4,136.2,189.8,6.75,2.15,1.18,67.1,Moderate
Mountain,132.7,0.2,181.4,6.38,1.18,1.18,60.1,Moderate
Desert,141.3,53.7,88.9,8.9,1.63,0.61,69.1,Moderate
Mountain,125.4,91.1,16.6,7.34,2.7,3.85,59.9,Moderate
Alluvial,90.6,148.0,102.7,4.92,0.9,2.98,73.0,Moderate
Mountain,46.4,89.2,43.4,4.76,1.02,1.76,80.6,Healthy
Alluvial,106.1,104.2,71.2,5.84,0.91,0.89,84.7,Healthy
Laterite,117.3,110.4,52.1,4.55,2.7,1.73,65.0,Moderate
Black,135.2,43.4,93.2,7.67,2.67,3.47,67.4,Moderate
Red,42.3,138.0,201.5,3.9,0.88,2.37,37.9,Poor
Mountain,145.8,136.7,129.1,7.74,1.61,2.33,53.0,Moderate
Laterite,56.2,89.9,21.8,7.12,0.33,1.33,69.9,Moderate
Laterite,42.1,123.7,21.1,4.65,0.91,3.59,53.6,Moderate
Desert,44.4,127.4,22.1,7.83,1.41,0.52,66.9,Moderate
Black,148.1,62.6,186.5,5.01,2.8,2.61,33.9,Poor
Laterite,29.0,75.7,111.5,4.81,0.27,0.86,60.7,Moderate
Red,3.0,71.4,28.3,8.85,0.39,2.26,37.5,Poor
Laterite,133.7,12.1,22.4,5.22,2.43,2.7,53.2,Moderate
Laterite,77.8,8.6,65.1,4.76,1.68,2.69,71.1,Moderate
Red,69.4,63.4,142.9,7.27,0.13,2.98,72.9,Moderate
Mountain,122.7,61.1,172.5,7.1,2.23,1.13,89.7,Healthy
Red,132.2,59.4,123.7,7.44,2.9,0.91,80.2,Healthy
Laterite,46.9,146.4,8.7,6.16,2.94,3.3,45.8,Poor
Mountain,69.3,86.5,69.8,4.41,1.79,1.62,85.2,Healthy
Alluvial,146.3,4.4,140.2,5.87,2.84,2.21,42.8,Poor
Black,15.4,12.0,92.7,6.43,1.22,2.77,69.4,Moderate
Alluvial,1.7,118.9,196.4,6.5,0.23,0.99,36.7,Poor
Laterite,57.9,24.3,189.7,3.72,1.53,1.69,65.5,Moderate
Mountain,113.7,132.8,134.1,6.73,2.22,2.25,79.1,Healthy
Alluvial,104.3,148.8,79.9,6.71,0.35,2.46,66.3,Moderate
Mountain,74.7,74.5,117.6,6.01,2.39,1.51,89.1,Healthy
Laterite,60.8,10.6,123.7,5.7,1.57,3.45,82.1,Healthy
Mountain,117.6,143.2,138.4,5.38,1.78,3.25,58.1,Moderate
Mountain,86.2,114.3,101.1,7.18,2.73,2.1,71.7,Moderate
Laterite,28.0,149.3,16.7,7.25,2.61,1.07,51.7,Moderate
Laterite,54.8,53.8,15.1,6.21,1.48,0.16,83.8,Healthy
Red,114.2,78.1,151.2,7.69,2.0,0.16,87.4,Healthy
Black,121.6,116.6,32.4,6.74,1.19,1.39,83.9,Healthy
Red,17.5,19.0,29.3,6.28,1.17,1.29,73.9,Moderate
Black,59.6,73.3,64.1,5.59,0.53,2.72,81.8,Healthy
Mountain,147.4,68.4,199.8,4.79,2.32,3.88,40.6,Poor
Mountain,132.2,111.9,88.7,8.81,0.46,3.42,50.1,Moderate
Red,4.6,59.8,122.8,4.29,0.94,2.09,64.9,Moderate
Laterite,88.5,139.0,94.9,6.59,0.55,2.3,75.4,Healthy
Laterite,48.4,8.3,3.4,8.83,1.23,1.71,46.2,Poor
Alluvial,126.6,118.4,198.1,5.16,1.04,2.63,53.7,Moderate
Red,61.8,134.5,159.7,6.89,1.34,1.76,75.9,Healthy
Mountain,26.2,22.1,36.8,7.91,1.08,0.78,82.2,Healthy
Laterite,117.0,45.4,116.4,3.79,0.7,2.62,73.7,Moderate
Laterite,111.3,109.3,203.6,5.59,2.38,3.22,57.7,Moderate
Black,99.3,14.5,63.4,8.9,1.32,2.93,69.4,Moderate
Red,127.3,105.9,103.9,6.55,1.81,1.75,84.5,Healthy
Laterite,138.2,23.5,170.1,4.23,1.32,1.32,61.1,Moderate
Red,78.0,127.3,9.0,3.62,2.44,2.33,44.8,Poor
Black,25.6,0.6,126.1,6.91,0.93,2.91,58.1,Moderate
Alluvial,116.6,53.0,49.2,5.55,0.57,0.85,93.8,Healthy
Mountain,72.0,91.1,42.5,5.13,1.25,1.27,89.8,Healthy
Red,146.4,57.7,170.1,5.65,0.79,0.91,70.0,Moderate
Laterite,24.1,57.1,199.5,4.01,0.52,3.94,45.2,Poor
Laterite,123.6,93.4,131.0,4.98,0.6,1.85,79.2,Healthy
Red,63.7,15.9,32.1,7.92,0.58,0.3,78.9,Healthy
Laterite,147.9,142.2,56.1,7.35,0.55,3.8,46.4,Poor
Black,75.5,38.2,116.0,7.63,2.46,2.84,81.0,Healthy
Desert,120.9,86.6,26.6,5.62,2.94,2.56,65.8,Moderate
Laterite,74.5,40.3,22.7,6.78,1.46,0.21,96.1,Healthy
Mountain,136.3,103.7,185.8,7.34,0.41,1.62,52.3,Moderate
Desert,59.8,47.1,127.3,3.66,2.09,1.72,79.5,Healthy
Desert,93.3,63.3,173.3,4.42,0.31,1.44,59.8,Moderate
Black,37.0,115.0,31.6,7.52,0.24,0.76,68.5,Moderate
Black,39.1,21.1,174.7,8.67,1.43,3.96,56.3,Moderate
Black,114.7,146.1,184.0,3.53,1.71,0.49,49.5,Poor
Black,98.7,54.3,143.2,3.8,0.55,2.59,73.1,Moderate
Laterite,53.3,144.3,119.3,7.57,2.73,0.18,68.0,Moderate
Black,144.3,29.1,154.7,6.33,1.59,2.73,68.1,Moderate
Black,145.9,27.4,119.1,4.56,2.88,0.01,56.8,Moderate
Red,139.6,33.3,71.6,6.38,0.84,1.48,83.9,Healthy
Laterite,60.5,21.7,202.0,6.38,0.52,3.36,67.8,Moderate
Desert,34.5,147.9,100.7,3.57,1.04,0.42,57.6,Moderate
Desert,71.4,38.9,100.8,7.21,2.82,1.21,92.5,Healthy
Laterite,84.2,26.9,34.7,4.48,0.94,0.96,89.2,Healthy
Mountain,140.4,60.8,17.6,8.96,0.77,1.21,56.9,Moderate
Desert,110.1,46.7,160.9,6.61,0.39,2.7,76.4,Healthy
Red,42.0,78.4,105.0,5.14,0.87,3.32,76.3,Healthy
Laterite,91.4,136.5,151.1,5.77,1.41,3.44,67.3,Moderate
Alluvial,34.9,130.4,176.6,4.5,1.5,0.73,57.4,Moderate
Mountain,34.3,59.8,46.7,7.49,1.57,1.29,94.7,Healthy
Laterite,12.3,101.6,138.7,8.82,1.12,1.12,54.1,Moderate
Laterite,81.1,79.6,72.2,4.78,0.51,3.27,71.8,Moderate
Laterite,64.0,136.8,40.7,8.64,0.81,1.13,69.6,Moderate
Mountain,31.8,133.5,183.6,8.44,2.02,2.65,45.1,Poor
Black,50.4,29.4,50.5,8.66,2.77,3.19,62.4,Moderate
Alluvial,127.8,42.7,112.3,5.29,0.89,3.12,84.6,Healthy
Desert,12.2,80.2,103.7,3.7,0.87,3.16,58.9,Moderate
Alluvial,99.4,117.6,113.7,8.81,0.79,2.49,70.8,Moderate
Alluvial,132.5,14.9,117.9,3.94,0.11,1.29,49.4,Poor
Alluvial,76.0,42.4,57.2,5.59,2.83,3.16,77.0,Healthy
Laterite,44.0,142.0,98.6,8.8,0.95,0.69,59.3,Moderate
Alluvial,146.4,107.3,180.0,4.75,1.26,3.63,40.5,Poor
Black,70.4,99.7,177.1,8.56,0.95,0.19,65.3,Moderate
Mountain,36.0,113.2,114.4,4.29,2.86,1.5,51.8,Moderate
Red,3.3,119.9,87.5,8.79,2.16,1.86,45.7,Poor
Red,94.2,129.2,22.7,4.72,2.06,3.3,56.7,Moderate
Mountain,106.5,89.6,130.8,3.62,2.05,1.01,74.7,Moderate
Alluvial,117.5,87.1,47.6,6.57,0.92,0.15,88.4,Healthy
Laterite,119.8,62.9,186.1,6.87,1.74,0.11,85.7,Healthy
Red,133.8,11.4,18.6,8.92,2.5,1.01,49.4,Poor
Alluvial,27.9,17.2,153.1,8.84,1.83,0.79,55.6,Moderate
Alluvial,83.7,73.0,36.8,7.29,2.65,2.94,80.4,Healthy
Mountain,73.0,139.7,62.7,7.97,1.02,0.02,74.2,Moderate
Alluvial,94.3,130.2,107.6,4.66,0.26,0.17,69.5,Moderate
Red,85.8,122.0,136.6,5.14,2.0,3.62,68.2,Moderate
Laterite,142.2,73.8,147.4,5.2,2.26,3.69,57.4,Moderate
Desert,99.4,135.1,38.3,7.69,0.82,0.54,76.9,Healthy
Red,54.3,106.6,123.9,7.79,1.08,2.11,80.7,Healthy
Mountain,96.5,91.6,5.7,8.03,0.98,2.67,62.5,Moderate
Alluvial,43.1,135.8,104.9,3.92,0.28,1.43,50.3,Moderate
Red,90.3,141.8,138.1,7.88,1.97,2.88,66.5,Moderate
Red,63.4,79.9,182.3,7.2,1.69,3.01,75.1,Healthy
Desert,117.1,129.6,186.7,5.47,2.25,3.36,52.8,Moderate
Alluvial,17.0,57.5,184.1,8.75,1.66,2.24,52.5,Moderate
Alluvial,33.0,10.5,196.8,8.69,2.1,2.15,46.7,Poor
Red,52.6,83.6,69.6,3.51,1.22,3.06,63.6,Moderate
Black,96.2,97.5,144.2,8.5,1.03,3.96,63.9,Moderate
Black,40.0,8.4,71.5,4.51,1.08,2.52,64.5,Moderate
Desert,23.5,75.3,4.5,6.3,2.64,1.39,58.2,Moderate
Red,133.4,62.4,172.7,6.04,0.69,1.27,84.1,Healthy
Desert,80.1,88.1,181.0,8.37,1.56,0.46,74.6,Moderate
Desert,54.6,113.8,139.4,4.06,2.69,1.82,57.4,Moderate
Mountain,99.0,119.5,178.3,7.52,1.85,1.43,71.5,Moderate
Desert,51.9,90.2,42.3,5.74,0.67,2.66,77.4,Healthy
Black,83.0,73.4,167.5,7.34,1.5,1.09,85.5,Healthy
Desert,142.8,60.2,172.5,8.01,0.51,1.77,60.8,Moderate
Desert,50.3,103.0,106.7,4.27,2.66,2.35,56.1,Moderate
Black,119.9,48.2,98.4,8.77,2.93,1.56,69.9,Moderate
Alluvial,12.2,27.3,36.4,6.43,0.33,0.22,76.1,Healthy
Mountain,95.7,33.1,51.8,4.73,2.37,2.46,79.5,Healthy
Black,10.5,40.7,148.7,7.3,1.15,2.62,70.8,Moderate
Laterite,65.1,99.0,165.7,6.7,0.7,2.41,77.2,Healthy
Laterite,96.9,60.3,59.0,6.65,1.89,3.88,85.8,Healthy
Red,124.8,13.5,93.3,5.15,1.25,3.66,67.5,Moderate
Mountain,28.1,77.4,46.3,4.5,1.31,1.39,70.1,Moderate
Alluvial,126.6,64.4,119.1,3.66,0.69,3.18,69.8,Moderate
Mountain,13.4,61.2,129.2,7.31,1.23,1.07,82.7,Healthy
Black,118.1,43.7,11.2,8.79,1.33,1.43,72.0,Moderate
Black,43.4,2.2,191.1,5.34,1.3,2.98,53.0,Moderate
Laterite,50.6,33.1,69.3,6.12,1.88,2.05,90.4,Healthy
Alluvial,95.3,71.7,27.6,4.59,0.64,2.52,71.9,Moderate
Laterite,120.2,92.0,175.7,7.42,2.79,2.01,70.8,Moderate
Laterite,95.9,83.5,171.9,5.95,1.58,1.49,81.3,Healthy
Alluvial,132.5,93.3,129.2,6.93,1.69,1.26,78.3,Healthy
Mountain,47.6,21.8,165.2,6.99,0.2,0.81,70.7,Moderate
Mountain,59.7,148.6,118.8,6.34,2.42,2.98,68.6,Moderate
Black,24.6,93.9,21.1,7.62,0.91,3.8,61.3,Moderate
Laterite,20.6,67.0,186.2,5.25,0.87,3.07,62.6,Moderate
Desert,148.9,81.3,93.6,7.7,2.14,2.93,58.0,Moderate
Red,106.0,101.0,48.1,6.29,2.33,1.41,89.1,Healthy
Mountain,78.4,87.9,48.9,6.72,1.01,3.3,86.9,Healthy
Mountain,140.4,94.0,4.5,6.26,0.71,0.74,59.2,Moderate
Mountain,133.1,95.7,189.8,4.59,1.03,1.57,61.5,Moderate
Desert,26.1,81.5,196.5,4.97,2.07,1.41,60.3,Moderate
Black,69.7,4.6,30.2,3.74,2.99,0.87,53.2,Moderate
Mountain,67.8,38.0,95.0,8.24,0.54,0.16,89.8,Healthy
Alluvial,113.4,119.1,169.5,8.66,0.87,1.1,61.1,Moderate
Red,135.5,125.0,201.9,8.98,1.63,3.0,30.6,Poor
Alluvial,119.2,48.3,93.5,7.7,2.85,3.7,75.0,Healthy
