N,P,K,temperature,humidity,ph,rainfall,season,soil_type,label
24.18,61.78,25.63,15.24,22.96,4.78,91.23,Rabi,Mountain,kidneybeans
43.34,77.16,82.1,19.49,14.05,8.1,52.94,Rabi,Black,chickpea
126.28,37.85,23.89,24.76,62.23,6.47,108.38,Kharif,Red,coffee
83.45,76.73,47.1,24.98,77.73,6.37,110.13,Zaid,Alluvial,banana
19.47,18.69,23.05,26.4,39.89,4.96,74.29,Zaid,Laterite,mango
98.82,14.1,52.3,32.44,87.95,6.86,28.75,Zaid,Alluvial,muskmelon
18.09,12.6,13.82,21.87,88.04,6.23,87.42,Rabi,Black,orange
86.7,50.56,47.68,23.71,73.38,6.56,201.6,Kharif,Alluvial,jute
79.92,52.96,37.67,25.45,70.49,6.34,132.95,Kharif,Alluvial,jute
78.44,10.65,44.39,28.31,92.3,6.45,31.67,Zaid,Alluvial,muskmelon
17.47,49.31,13.2,29.05,80.52,7.13,95.07,Zaid,Alluvial,mungbean
122.09,49.38,16.58,27.9,76.69,6.66,60.28,Kharif,Black,cotton
21.88,150.0,186.33,21.38,96.45,5.63,108.97,Rabi,Mountain,apple
96.86,21.98,33.65,26.84,60.87,6.64,161.48,Kharif,Red,coffee
21.7,43.71,30.97,26.5,87.4,6.65,66.76,Zaid,Desert,mungbean
10.69,78.16,16.58,14.54,48.6,7.4,52.4,Rabi,Alluvial,lentil
89.4,21.36,38.84,25.26,88.6,6.54,34.05,Zaid,Alluvial,muskmelon
91.82,50.77,26.4,20.44,66.35,5.7,86.57,Kharif,Black,maize
24.8,68.36,8.42,19.21,67.26,6.64,32.85,Rabi,Mountain,lentil
22.55,19.69,12.75,28.58,95.24,5.61,169.09,Kharif,Laterite,coconut
31.43,45.66,83.84,17.49,15.59,7.47,65.26,Rabi,Black,chickpea
9.9,54.91,18.57,18.37,15.96,5.59,122.88,Rabi,Mountain,kidneybeans
110.5,20.14,27.54,26.69,52.65,6.81,223.64,Kharif,Red,coffee
83.27,56.33,48.03,29.17,79.31,6.1,114.69,Kharif,Alluvial,banana
24.67,34.65,13.46,29.94,61.36,6.61,22.27,Kharif,Red,mothbeans
101.88,13.8,48.69,23.3,85.84,6.2,34.79,Zaid,Alluvial,watermelon
87.31,86.7,35.84,26.68,76.46,5.84,91.8,Zaid,Laterite,banana
50.23,44.55,17.8,37.95,68.67,7.02,39.68,Kharif,Alluvial,blackgram
110.08,32.86,40.56,27.17,56.16,6.15,142.97,Kharif,Black,coffee
15.66,48.89,22.9,19.82,42.71,6.23,169.73,Kharif,Laterite,pigeonpeas
78.92,49.55,36.17,23.57,68.23,6.63,164.08,Kharif,Alluvial,jute
36.86,56.99,13.47,26.14,69.15,6.9,66.77,Kharif,Alluvial,blackgram
23.98,120.86,192.41,20.6,78.88,6.43,69.94,Rabi,Black,grapes
24.41,119.24,210.0,28.3,75.57,6.27,52.32,Rabi,Black,grapes
44.6,91.16,41.25,34.57,93.21,6.92,153.66,Zaid,Laterite,papaya
26.76,19.41,27.66,32.85,31.43,6.03,97.97,Zaid,Laterite,mango
26.46,65.3,11.14,24.51,67.65,6.43,39.95,Kharif,Desert,mothbeans
111.78,60.47,30.5,23.21,81.44,5.33,176.34,Kharif,Mountain,rice
14.73,49.63,19.53,17.73,22.57,6.18,131.98,Rabi,Laterite,kidneybeans
21.43,126.18,199.31,25.59,92.0,6.34,57.85,Rabi,Black,grapes
100.14,26.33,61.99,27.2,85.3,6.34,58.62,Zaid,Alluvial,watermelon
14.16,9.51,10.79,22.42,85.57,7.33,151.98,Rabi,Black,orange
131.44,53.96,16.93,22.96,82.97,6.66,97.11,Kharif,Black,cotton
28.2,62.37,17.53,21.46,11.65,5.54,109.76,Rabi,Mountain,kidneybeans
25.52,71.78,26.11,33.99,40.4,5.68,121.68,Kharif,Black,pigeonpeas
23.26,63.49,12.35,26.71,53.8,6.06,97.67,Kharif,Black,pigeonpeas
40.76,98.6,58.33,17.45,12.62,7.08,95.4,Rabi,Black,chickpea
28.43,26.95,46.71,23.45,76.3,6.62,127.26,Rabi,Desert,pomegranate
26.99,120.8,195.38,21.06,83.3,5.66,54.46,Rabi,Black,grapes
19.74,27.1,38.7,24.3,90.74,5.51,182.48,Kharif,Laterite,coconut
99.27,71.89,53.75,30.74,83.2,6.37,133.06,Zaid,Alluvial,banana
22.55,19.32,27.41,22.01,92.7,5.59,83.2,Zaid,Black,pomegranate
51.05,53.68,42.83,20.95,84.93,6.56,231.88,Kharif,Laterite,rice
86.81,72.16,47.77,27.85,79.24,6.17,140.26,Zaid,Alluvial,banana
113.46,87.89,42.69,31.84,80.15,6.12,106.46,Zaid,Alluvial,banana
82.52,89.33,39.16,30.55,82.77,6.03,78.75,Zaid,Alluvial,banana
103.79,27.36,24.12,21.69,86.86,6.64,63.55,Kharif,Black,cotton
91.71,8.16,59.86,26.78,96.25,6.74,49.62,Zaid,Desert,watermelon
16.7,43.55,21.9,26.3,82.8,6.96,37.76,Zaid,Alluvial,mungbean
28.48,32.01,33.1,32.68,59.28,5.53,123.74,Zaid,Laterite,mango
24.25,20.04,39.99,20.07,93.92,5.48,85.88,Zaid,Black,pomegranate
100.23,21.5,35.56,31.0,90.77,6.81,30.15,Zaid,Alluvial,muskmelon
14.84,13.55,2.35,24.31,90.99,7.22,134.99,Rabi,Black,orange
76.51,35.69,17.92,19.92,60.52,6.77,123.03,Kharif,Black,maize
81.57,88.57,40.65,26.02,85.91,5.61,117.57,Kharif,Alluvial,banana
63.02,49.07,34.56,25.58,84.41,7.34,111.8,Kharif,Alluvial,jute
91.69,30.76,32.29,19.54,67.1,6.27,185.93,Kharif,Red,coffee
39.91,86.12,25.98,33.05,65.2,7.23,88.04,Kharif,Alluvial,blackgram
19.76,57.15,20.48,24.51,53.82,7.02,51.35,Kharif,Desert,mothbeans
76.31,11.14,52.27,28.27,92.97,6.4,22.14,Zaid,Alluvial,muskmelon
26.87,64.34,27.22,32.6,64.74,7.07,103.84,Kharif,Black,blackgram
32.05,117.0,193.81,19.64,84.86,6.06,57.6,Rabi,Black,grapes
25.6,131.22,189.22,23.43,86.35,6.1,75.63,Rabi,Black,grapes
121.53,65.13,14.05,23.89,87.12,7.12,80.5,Kharif,Black,cotton
24.01,126.08,171.21,26.59,81.67,6.74,87.11,Rabi,Black,grapes
15.64,68.02,20.63,32.58,39.64,5.6,144.93,Kharif,Black,pigeonpeas
22.08,19.33,8.34,22.55,91.58,6.75,110.46,Rabi,Black,orange
16.63,40.6,11.99,26.84,56.48,6.92,68.8,Kharif,Desert,mothbeans
10.24,26.75,32.67,26.87,42.53,5.94,84.07,Kharif,Laterite,mango
87.9,38.27,36.07,27.69,86.8,6.24,181.24,Kharif,Alluvial,jute
22.0,21.94,41.02,36.19,42.88,6.03,117.27,Rabi,Laterite,mango
27.38,58.66,27.89,14.46,69.28,6.66,31.71,Rabi,Alluvial,lentil
23.54,20.26,18.63,24.74,44.59,6.54,49.78,Kharif,Desert,mothbeans
36.02,46.93,21.21,27.11,92.94,6.67,57.2,Zaid,Alluvial,mungbean
58.66,61.57,49.21,36.84,90.12,6.54,186.84,Kharif,Laterite,papaya
12.58,21.8,12.8,16.04,92.83,6.69,131.94,Rabi,Black,orange
113.16,68.73,47.78,28.76,63.91,6.1,110.99,Zaid,Black,banana
20.03,20.76,28.88,30.4,95.89,5.33,164.34,Kharif,Laterite,coconut
19.53,31.4,42.07,34.36,38.64,5.81,109.74,Zaid,Laterite,mango
52.48,47.48,11.11,32.93,62.78,6.83,47.43,Kharif,Alluvial,blackgram
68.23,43.16,17.44,24.7,69.18,6.01,84.39,Kharif,Black,maize
92.13,10.75,45.7,26.45,92.8,6.59,24.29,Zaid,Alluvial,muskmelon
45.16,56.2,22.06,34.33,62.78,6.6,73.31,Kharif,Alluvial,blackgram
85.4,71.37,44.53,24.91,77.02,6.55,165.08,Kharif,Alluvial,jute
91.39,98.9,48.74,29.01,83.73,5.75,63.93,Zaid,Black,banana
17.39,24.71,11.28,19.45,90.25,7.04,97.47,Rabi,Black,orange
13.8,68.87,14.11,15.3,64.69,7.54,41.95,Rabi,Alluvial,lentil
84.18,63.1,33.12,25.4,74.07,5.66,46.28,Kharif,Black,maize
22.34,41.69,23.33,25.51,80.02,7.01,72.84,Zaid,Alluvial,mungbean
126.95,58.75,18.47,25.62,96.86,6.78,78.7,Zaid,Desert,cotton
123.03,71.38,22.2,21.92,77.74,7.05,79.57,Kharif,Black,cotton
114.15,30.68,28.32,23.23,64.59,7.3,146.68,Kharif,Red,coffee
21.18,50.15,16.04,29.3,82.43,6.26,41.91,Zaid,Alluvial,mungbean
22.72,63.22,21.66,14.11,17.21,5.71,97.49,Zaid,Mountain,kidneybeans
34.61,64.2,94.85,15.52,16.82,7.28,89.02,Rabi,Black,chickpea
22.38,59.9,20.21,25.2,75.66,7.31,75.63,Zaid,Alluvial,mungbean
10.33,5.71,38.44,23.51,85.73,6.02,125.85,Zaid,Black,pomegranate
24.24,92.26,21.88,18.16,63.71,7.18,41.9,Rabi,Alluvial,lentil
28.12,46.64,23.56,16.48,75.98,6.96,36.93,Rabi,Alluvial,lentil
100.59,38.22,51.54,23.87,78.53,6.25,243.7,Kharif,Desert,rice
95.0,14.78,49.01,22.01,83.66,6.96,42.85,Zaid,Alluvial,watermelon
72.47,47.18,28.4,26.92,82.7,6.7,173.44,Kharif,Mountain,jute
21.82,19.99,38.2,15.48,91.15,7.03,137.53,Zaid,Black,pomegranate
16.92,65.18,22.85,24.65,70.45,7.23,32.98,Rabi,Alluvial,lentil
35.48,91.41,21.62,29.28,68.81,8.11,52.12,Rabi,Alluvial,blackgram
20.1,150.0,200.94,24.86,73.69,5.98,91.81,Rabi,Black,grapes
17.0,24.81,27.11,29.89,46.09,6.09,105.76,Kharif,Laterite,mango
47.32,34.56,41.73,25.97,85.73,5.28,252.58,Kharif,Alluvial,rice
73.64,42.49,40.33,29.99,82.34,6.56,167.7,Kharif,Alluvial,jute
95.78,68.11,54.72,36.45,85.53,5.96,126.04,Zaid,Alluvial,banana
121.98,41.43,15.92,27.55,79.2,7.75,94.71,Kharif,Black,cotton
69.76,47.67,32.19,24.22,83.35,6.8,227.81,Kharif,Alluvial,jute
31.09,75.85,93.69,23.9,10.0,7.21,35.7,Rabi,Black,chickpea
18.32,21.79,23.55,28.52,94.0,6.04,175.18,Kharif,Laterite,coconut
31.3,63.09,25.79,30.59,74.64,6.77,52.56,Zaid,Alluvial,mungbean
17.59,59.58,27.75,22.46,51.9,5.95,198.64,Kharif,Black,pigeonpeas
121.24,75.68,48.34,29.38,88.56,5.74,132.84,Zaid,Alluvial,banana
113.48,93.75,47.5,27.62,73.27,6.74,128.81,Zaid,Alluvial,banana
27.19,66.9,17.9,16.68,78.32,6.75,53.39,Rabi,Alluvial,lentil
21.82,39.76,16.93,28.45,94.82,6.45,44.64,Zaid,Alluvial,mungbean
51.38,60.56,42.99,30.88,88.97,6.55,128.23,Zaid,Laterite,papaya
14.81,78.13,20.21,14.67,12.24,5.09,88.35,Rabi,Mountain,kidneybeans
106.12,10.18,54.09,24.79,89.32,6.95,41.13,Zaid,Alluvial,watermelon
16.18,19.02,30.26,26.67,94.44,6.14,191.71,Kharif,Laterite,coconut
16.52,65.23,10.71,16.53,19.58,5.6,98.96,Rabi,Mountain,kidneybeans
94.25,44.39,16.4,20.81,72.85,6.66,88.01,Kharif,Black,maize
23.02,36.7,18.05,30.49,52.27,5.65,45.46,Zaid,Laterite,mango
20.65,129.27,185.88,18.32,79.2,6.13,86.49,Rabi,Black,grapes
24.43,40.23,19.63,22.98,54.52,6.46,33.3,Kharif,Desert,mothbeans
59.37,69.0,46.12,30.73,94.13,6.18,132.66,Zaid,Laterite,papaya
13.18,21.11,10.28,23.95,91.73,6.83,123.03,Rabi,Black,orange
54.04,59.44,48.86,24.59,83.0,5.11,210.53,Kharif,Desert,rice
16.55,15.88,8.35,25.97,96.76,6.44,161.81,Kharif,Laterite,coconut
48.78,66.99,21.24,26.65,59.13,8.16,102.4,Rabi,Alluvial,blackgram
15.67,85.28,16.18,15.14,60.96,6.98,45.7,Rabi,Alluvial,lentil
91.09,24.87,37.34,22.67,85.58,6.65,75.59,Zaid,Mountain,watermelon
21.5,30.44,37.95,30.31,49.64,5.61,95.67,Zaid,Laterite,mango
21.51,31.79,38.3,30.17,51.46,5.04,97.77,Zaid,Laterite,mango
19.12,71.2,16.73,30.73,48.57,4.53,163.28,Kharif,Black,pigeonpeas
25.98,17.83,34.19,22.02,100.0,6.24,112.78,Zaid,Black,pomegranate
19.06,37.64,21.58,30.42,83.04,6.92,39.35,Zaid,Alluvial,mungbean
24.12,60.84,13.98,16.39,24.58,5.46,104.12,Rabi,Mountain,kidneybeans
7.67,39.45,20.56,26.11,49.05,6.64,36.55,Kharif,Desert,mothbeans
19.87,18.58,26.61,22.59,98.0,6.01,181.96,Kharif,Laterite,coconut
22.28,75.29,29.37,24.11,27.23,5.48,97.38,Rabi,Mountain,kidneybeans
89.85,56.59,31.79,27.89,84.06,6.61,305.87,Kharif,Alluvial,rice
26.98,48.6,30.6,36.36,92.69,6.89,94.82,Zaid,Alluvial,mungbean
79.4,49.49,39.21,18.35,88.95,7.14,297.52,Kharif,Alluvial,rice
15.32,32.09,26.06,22.36,90.26,6.28,126.14,Zaid,Desert,pomegranate
90.48,39.45,37.57,25.4,79.62,6.77,135.92,Kharif,Alluvial,jute
18.44,57.92,12.3,25.26,67.23,7.49,35.47,Rabi,Alluvial,lentil
24.84,34.84,18.16,31.6,57.8,6.6,41.04,Kharif,Desert,mothbeans
19.64,87.5,20.0,30.13,41.67,5.41,182.46,Kharif,Black,pigeonpeas
12.79,29.92,44.16,20.23,88.23,5.79,107.8,Zaid,Black,pomegranate
17.09,17.0,20.77,26.34,56.06,7.8,80.42,Kharif,Desert,mothbeans
48.39,66.19,29.47,31.58,69.55,7.53,76.0,Kharif,Alluvial,blackgram
42.32,62.61,61.25,35.8,88.88,7.35,153.6,Zaid,Laterite,papaya
75.66,13.11,31.16,25.24,67.93,7.21,163.51,Kharif,Red,coffee
88.06,102.96,60.27,29.43,79.4,6.61,100.64,Kharif,Alluvial,banana
18.42,23.63,33.58,32.37,60.82,6.3,89.29,Zaid,Laterite,mango
37.04,52.96,90.18,20.92,14.82,7.17,38.29,Kharif,Black,chickpea
87.8,16.82,31.6,29.76,96.2,5.82,15.73,Zaid,Alluvial,muskmelon
30.22,33.24,21.22,30.49,47.79,5.83,116.86,Zaid,Laterite,mango
32.67,62.82,28.56,29.99,57.62,6.81,48.15,Kharif,Alluvial,blackgram
105.44,23.48,53.03,28.71,91.17,6.54,35.13,Zaid,Alluvial,muskmelon
10.27,77.84,29.62,28.69,60.46,5.7,96.99,Kharif,Black,pigeonpeas
67.01,40.98,23.93,18.89,68.76,6.67,74.19,Kharif,Black,maize
16.57,11.21,15.85,18.85,89.92,7.23,128.77,Rabi,Black,orange
8.03,13.74,46.78,23.37,84.8,7.18,109.51,Zaid,Mountain,pomegranate
25.8,9.88,5.42,25.66,88.43,7.33,100.95,Rabi,Black,orange
18.76,72.36,17.85,21.19,54.7,6.92,23.56,Rabi,Laterite,lentil
88.03,16.35,51.45,25.93,90.65,6.4,18.76,Zaid,Alluvial,watermelon
22.73,34.81,19.37,25.64,81.08,7.42,72.88,Kharif,Alluvial,mungbean
24.49,13.32,39.75,26.21,97.32,5.69,200.0,Kharif,Laterite,coconut
24.62,54.62,24.96,24.62,79.53,6.56,68.02,Zaid,Alluvial,mungbean
22.05,0.0,23.54,28.97,91.32,5.47,200.9,Kharif,Laterite,coconut
28.53,50.32,25.41,26.59,53.24,6.67,25.8,Kharif,Desert,mothbeans
31.69,40.93,23.13,27.48,42.12,6.31,37.55,Kharif,Desert,mothbeans
31.84,61.09,44.94,34.5,89.38,6.47,171.96,Zaid,Laterite,papaya
22.75,32.49,30.53,27.12,96.37,5.92,132.32,Kharif,Laterite,coconut
87.9,41.76,37.94,20.68,87.95,6.85,195.31,Rabi,Alluvial,rice
84.05,38.62,25.15,24.11,59.79,6.84,80.9,Kharif,Black,maize
97.23,11.17,40.31,23.08,87.26,6.56,58.01,Zaid,Alluvial,watermelon
16.69,147.44,174.55,27.01,75.48,6.26,78.68,Rabi,Black,grapes
91.06,30.52,32.13,22.96,40.18,7.39,152.86,Kharif,Black,coffee
18.84,23.09,45.23,17.96,93.43,6.24,104.81,Zaid,Alluvial,pomegranate
22.59,20.68,41.62,17.86,93.1,6.08,114.04,Zaid,Black,pomegranate
45.95,64.83,72.21,22.96,23.1,7.0,37.67,Rabi,Black,chickpea
80.87,50.41,24.17,23.02,67.12,6.28,113.72,Kharif,Red,maize
28.82,25.62,32.98,35.08,42.96,5.11,103.12,Zaid,Laterite,mango
30.14,8.36,53.03,21.55,96.4,6.2,99.38,Zaid,Black,pomegranate
28.43,40.63,22.39,30.69,87.36,6.89,54.58,Zaid,Alluvial,mungbean
114.62,58.41,24.08,19.61,81.22,6.83,102.26,Kharif,Black,cotton
27.0,38.02,21.56,27.93,84.21,6.51,69.3,Zaid,Alluvial,mungbean
41.64,56.84,25.89,21.87,65.54,6.56,45.94,Kharif,Black,maize
25.56,57.51,28.61,16.62,20.67,5.57,117.29,Rabi,Mountain,kidneybeans
15.58,76.47,11.62,31.89,50.57,5.72,172.9,Rabi,Black,pigeonpeas
73.59,54.29,33.22,24.59,80.55,6.92,152.51,Zaid,Alluvial,jute
102.18,11.93,27.03,22.88,51.36,6.67,126.49,Kharif,Red,coffee
132.12,60.52,16.89,22.97,90.06,7.14,78.3,Kharif,Black,cotton
65.43,53.58,39.19,27.89,90.48,7.43,150.34,Kharif,Alluvial,jute
93.98,64.5,29.9,27.82,81.52,6.94,88.75,Kharif,Black,cotton
13.62,54.21,27.73,28.22,51.9,6.06,51.69,Kharif,Desert,mothbeans
86.08,11.26,53.18,21.06,96.77,6.15,44.01,Zaid,Alluvial,watermelon
79.5,88.78,60.62,21.28,87.05,6.19,103.59,Zaid,Alluvial,banana
16.05,80.33,30.94,26.05,36.31,5.48,184.13,Kharif,Mountain,pigeonpeas
71.47,30.57,19.96,21.44,69.43,6.85,98.33,Kharif,Black,maize
27.75,146.12,201.15,23.48,76.26,5.47,89.62,Rabi,Black,grapes
6.69,33.61,32.57,32.2,47.04,5.56,87.58,Zaid,Laterite,mango
89.31,43.39,36.12,22.34,80.22,6.48,271.75,Kharif,Alluvial,rice
18.76,142.99,187.09,20.19,85.74,5.78,90.24,Rabi,Mountain,apple
108.05,67.01,64.34,21.42,76.58,5.96,113.25,Zaid,Alluvial,banana
117.86,38.97,24.62,27.76,55.34,7.4,147.13,Kharif,Red,coffee
11.5,49.14,29.44,29.67,52.15,6.78,10.0,Kharif,Desert,mothbeans
22.88,150.0,210.0,24.73,94.39,6.18,135.18,Rabi,Mountain,apple
10.74,40.43,15.67,26.47,78.42,6.41,77.19,Zaid,Alluvial,mungbean
102.39,39.24,6.51,28.06,68.85,6.79,56.44,Kharif,Black,cotton
19.76,24.8,36.92,28.65,94.36,5.36,176.69,Kharif,Laterite,coconut
117.22,51.75,51.49,26.36,75.12,5.32,90.31,Zaid,Alluvial,banana
124.55,48.85,24.01,21.05,81.78,6.43,117.51,Kharif,Black,cotton
17.19,119.1,189.42,21.38,90.41,6.06,113.59,Kharif,Mountain,apple
14.91,16.2,36.6,18.88,92.89,5.1,138.6,Zaid,Alluvial,pomegranate
92.99,31.33,33.68,24.5,62.15,6.8,158.8,Kharif,Red,coffee
41.24,53.25,63.64,21.12,16.05,7.83,32.19,Rabi,Black,chickpea
16.43,28.02,7.8,19.58,89.71,7.42,76.96,Rabi,Mountain,orange
36.69,76.78,15.49,26.44,59.39,6.42,77.89,Kharif,Alluvial,blackgram
103.73,36.35,15.46,21.7,79.78,6.97,117.91,Kharif,Black,cotton
33.06,81.51,62.73,19.54,16.73,6.99,81.26,Rabi,Black,chickpea
53.17,48.57,35.85,25.24,77.53,6.03,292.42,Kharif,Alluvial,rice
62.23,49.05,37.26,27.22,77.62,6.88,177.87,Zaid,Alluvial,jute
40.52,68.87,56.29,29.2,91.92,7.25,131.75,Zaid,Laterite,papaya
18.72,78.13,21.43,23.64,58.84,5.09,156.66,Kharif,Black,pigeonpeas
105.54,33.04,33.77,24.09,73.33,7.33,165.86,Kharif,Red,coffee
61.79,18.61,44.85,25.48,78.82,7.26,45.36,Zaid,Alluvial,watermelon
40.19,56.74,84.02,19.02,21.02,8.39,49.19,Rabi,Black,chickpea
91.86,20.43,39.23,23.23,80.51,5.99,269.36,Zaid,Red,rice
18.91,12.55,13.58,27.69,89.46,7.2,95.87,Rabi,Black,orange
33.9,39.95,18.43,27.3,56.59,7.46,91.75,Kharif,Alluvial,blackgram
103.53,75.47,41.7,26.82,79.64,6.02,114.37,Zaid,Black,banana
99.01,15.13,46.43,25.62,84.67,6.78,58.57,Zaid,Alluvial,watermelon
8.07,65.49,21.93,33.48,46.76,6.2,162.34,Kharif,Black,pigeonpeas
113.21,38.99,18.81,22.05,84.13,6.64,105.85,Kharif,Black,cotton
82.65,58.63,39.78,23.79,75.4,6.55,164.14,Kharif,Alluvial,jute
98.58,15.25,34.73,23.77,63.55,7.32,119.91,Kharif,Red,coffee
18.06,43.46,19.91,27.19,81.81,6.02,52.74,Zaid,Alluvial,mungbean
87.13,83.78,69.09,22.38,78.43,6.1,89.08,Zaid,Alluvial,banana
25.34,49.68,35.91,31.44,80.49,7.1,46.55,Zaid,Desert,mungbean
83.91,50.28,36.16,22.94,81.51,6.02,168.3,Kharif,Alluvial,jute
21.45,124.54,200.82,25.32,84.27,5.89,41.44,Rabi,Black,grapes
24.79,27.05,25.53,33.98,54.22,5.32,95.98,Zaid,Alluvial,mango
84.26,17.48,49.24,30.3,86.19,6.25,45.48,Zaid,Alluvial,muskmelon
17.34,150.0,194.32,28.94,92.0,5.73,97.77,Rabi,Mountain,apple
90.31,38.54,19.25,21.3,79.68,6.85,110.72,Rabi,Black,cotton
95.35,20.89,63.78,27.52,84.13,6.05,45.1,Zaid,Alluvial,watermelon
77.02,21.35,36.35,28.97,63.48,7.02,156.84,Zaid,Red,coffee
7.43,74.12,24.25,23.03,74.41,6.59,60.49,Rabi,Alluvial,lentil
14.67,19.2,0.0,25.36,94.21,7.4,127.93,Rabi,Black,orange
74.57,48.9,21.9,21.18,58.58,6.95,60.48,Kharif,Black,maize
40.45,62.05,57.68,33.3,88.29,6.22,181.83,Zaid,Desert,papaya
20.62,14.87,48.93,18.54,87.13,5.77,112.06,Zaid,Black,pomegranate
39.0,55.39,47.8,36.46,89.93,7.01,179.78,Kharif,Laterite,papaya
24.04,12.64,40.78,34.37,47.56,5.92,112.82,Zaid,Laterite,mango
18.75,78.19,22.92,21.5,66.35,6.77,44.2,Rabi,Alluvial,lentil
41.01,70.98,53.52,28.54,92.72,6.25,103.44,Rabi,Laterite,papaya
142.44,38.13,6.38,23.42,84.42,6.92,48.58,Kharif,Black,cotton
19.52,75.97,28.8,12.52,59.96,7.42,28.18,Rabi,Alluvial,lentil
127.06,47.18,12.76,22.16,82.98,7.88,73.19,Kharif,Black,cotton
16.83,15.29,33.64,14.78,90.62,6.36,132.72,Zaid,Black,pomegranate
11.83,19.36,21.07,29.22,92.7,6.11,175.93,Kharif,Laterite,coconut
53.15,60.56,29.15,14.94,60.5,6.0,125.99,Kharif,Black,maize
117.53,49.7,23.01,25.53,72.85,7.78,319.43,Kharif,Alluvial,rice
84.84,48.54,43.17,22.31,76.62,6.94,180.65,Kharif,Alluvial,jute
19.88,34.75,23.26,33.73,56.8,6.85,29.34,Kharif,Desert,mothbeans
23.4,21.53,21.17,29.47,39.4,6.63,106.93,Rabi,Laterite,mango
18.08,131.67,191.29,20.99,88.96,5.38,68.76,Rabi,Black,grapes
81.59,34.82,21.55,23.11,75.64,6.46,60.78,Kharif,Desert,cotton
25.66,11.27,11.5,29.09,90.28,5.94,227.67,Kharif,Laterite,coconut
86.92,42.58,25.11,29.27,67.74,5.91,69.62,Kharif,Black,maize
90.85,8.42,52.27,28.31,90.59,6.41,16.48,Kharif,Mountain,muskmelon
110.82,15.22,58.11,28.57,92.83,5.93,26.06,Zaid,Alluvial,muskmelon
8.91,23.9,5.22,21.02,95.96,6.35,139.85,Rabi,Black,orange
20.5,48.7,12.3,31.78,55.61,7.61,31.14,Kharif,Mountain,mothbeans
18.25,50.64,13.17,30.25,80.75,7.02,53.59,Zaid,Alluvial,mungbean
119.03,27.58,17.93,20.17,80.2,6.56,86.12,Kharif,Black,cotton
24.98,11.51,11.16,23.06,94.43,7.0,120.79,Rabi,Black,orange
18.9,34.07,31.66,30.8,42.13,6.02,123.33,Zaid,Laterite,mango
66.32,35.14,45.04,23.41,78.04,6.15,188.59,Kharif,Alluvial,rice
27.17,43.88,22.41,25.63,66.14,6.11,100.82,Kharif,Black,maize
26.1,49.92,24.91,31.71,51.88,5.03,175.16,Kharif,Black,pigeonpeas
33.65,29.68,28.23,35.17,51.13,6.37,119.93,Zaid,Laterite,mango
27.33,52.62,92.35,21.06,18.1,7.11,86.52,Rabi,Black,chickpea
97.47,32.41,32.24,26.3,59.58,6.98,124.48,Kharif,Mountain,coffee
24.48,14.42,10.46,19.36,91.81,6.65,97.9,Rabi,Black,orange
21.37,21.02,15.7,30.89,62.26,5.63,106.17,Zaid,Laterite,mango
40.03,105.11,170.03,19.85,85.51,5.82,63.42,Rabi,Black,grapes
65.99,52.84,33.85,26.0,75.1,6.06,227.61,Kharif,Alluvial,rice
98.6,87.42,53.14,25.76,79.47,5.86,107.37,Zaid,Alluvial,banana
75.78,27.74,32.52,26.36,80.67,7.36,178.17,Kharif,Alluvial,jute
128.64,69.55,49.69,30.49,77.17,5.81,99.13,Zaid,Alluvial,banana
32.54,59.25,9.86,25.11,32.2,6.18,88.05,Kharif,Black,pigeonpeas
15.86,18.52,9.37,20.79,89.11,7.47,95.12,Rabi,Black,orange
48.06,43.36,90.71,15.37,19.65,7.31,55.92,Rabi,Black,chickpea
105.62,9.69,59.38,31.15,85.54,7.13,71.94,Zaid,Alluvial,watermelon
20.88,53.15,22.65,23.04,63.6,7.44,42.72,Rabi,Alluvial,lentil
57.35,37.18,36.56,27.74,83.51,7.35,216.34,Kharif,Mountain,jute
29.28,70.0,18.7,22.29,57.52,6.72,24.84,Rabi,Alluvial,lentil
25.75,124.15,190.58,15.36,94.79,5.95,101.19,Rabi,Alluvial,apple
91.96,32.15,34.19,28.05,42.25,7.25,168.85,Kharif,Red,coffee
21.6,61.07,12.75,23.77,84.32,6.45,62.17,Zaid,Alluvial,mungbean
17.82,67.14,10.54,19.06,19.72,6.25,140.74,Rabi,Mountain,kidneybeans
92.61,52.11,37.08,24.18,79.72,6.33,203.12,Kharif,Alluvial,jute
43.94,53.93,61.2,34.07,92.17,6.6,173.7,Zaid,Laterite,papaya
30.35,64.83,76.71,19.66,14.98,7.27,87.84,Rabi,Black,chickpea
19.44,11.79,4.64,24.41,92.1,6.55,106.23,Rabi,Black,orange
108.0,23.76,49.21,31.01,85.22,6.96,53.52,Zaid,Alluvial,watermelon
90.15,15.28,53.89,27.76,86.7,5.99,22.86,Zaid,Alluvial,muskmelon
91.69,32.02,15.87,26.73,58.6,6.48,108.77,Kharif,Black,maize
91.49,28.13,12.95,23.26,72.2,7.34,97.14,Kharif,Black,cotton
11.22,63.69,28.03,23.15,39.47,5.83,153.34,Kharif,Black,pigeonpeas
116.45,45.58,18.49,26.45,77.99,6.99,92.89,Kharif,Black,cotton
20.53,29.69,43.07,28.88,94.88,6.07,206.02,Zaid,Laterite,coconut
27.43,57.12,9.91,27.11,84.47,6.05,55.88,Zaid,Alluvial,mungbean
20.17,54.89,5.16,22.83,65.54,6.4,60.82,Rabi,Alluvial,lentil
